order_id,order_date,ship_date,ship_mode,customer_id,segment,region,state,category,sub_category,quantity,discount,sales,profit
ORD-2023-00101,2023-07-04,2023-07-07,Standard Class,CUST-0213,Consumer,South,Georgia,Technology,Phones,8,0.0,440.11,84.31
ORD-2023-00102,2024-09-04,2024-09-10,Standard Class,CUST-0023,Consumer,South,Georgia,Office Supplies,Pens,7,0.0,123.08,12.49
ORD-2023-00103,2024-08-02,2024-08-07,Same Day,CUST-0001,Consumer,Central,Wisconsin,Office Supplies,Art,7,0.0,116.07,14.58
ORD-2023-00104,2023-07-24,2023-07-28,Standard Class,CUST-0166,Consumer,East,Florida,Furniture,Chairs,7,0.0,323.55,33.87
ORD-2023-00105,2024-06-14,2024-06-14,First Class,CUST-0272,Consumer,Central,Michigan,Office Supplies,Art,5,0.0,139.35,19.39
ORD-2023-00106,2024-03-02,2024-03-05,First Class,CUST-0286,Corporate,West,Nevada,Office Supplies,Storage,4,0.1,240.51,26.41
ORD-2023-00107,2023-09-25,2023-09-26,Standard Class,CUST-0259,Corporate,Central,Wisconsin,Furniture,Furnishings,5,0.3,346.33,-18.03
ORD-2023-00108,2024-05-23,2024-05-27,Standard Class,CUST-0323,Consumer,East,Massachusetts,Technology,Laptops,2,0.1,637.52,89.35
ORD-2023-00109,2023-05-25,2023-05-26,Second Class,CUST-0114,Corporate,West,Arizona,Office Supplies,Art,2,0.0,154.37,17.99
ORD-2023-00110,2024-10-29,2024-11-02,Standard Class,CUST-0288,Corporate,South,Alabama,Furniture,Chairs,5,0.0,235.69,18.81
ORD-2023-00111,2024-12-13,2024-12-14,First Class,CUST-0375,Consumer,Central,Illinois,Office Supplies,Storage,1,0.1,145.69,7.68
ORD-2023-00112,2023-08-28,2023-08-29,First Class,CUST-0375,Corporate,East,Florida,Furniture,Bookcases,7,0.3,248.54,-15.73
ORD-2023-00113,2024-12-15,2024-12-19,Standard Class,CUST-0116,Consumer,West,Arizona,Office Supplies,Paper,7,0.0,94.94,12.91
ORD-2023-00114,2023-12-04,2023-12-05,Second Class,CUST-0054,Corporate,Central,Illinois,Technology,Laptops,5,0.0,951.2,130.43
ORD-2023-00115,2024-09-04,2024-09-04,Second Class,CUST-0170,Consumer,West,California,Office Supplies,Art,1,0.0,62.46,8.69
ORD-2023-00116,2024-10-02,2024-10-03,Standard Class,CUST-0285,Consumer,South,Tennessee,Technology,Networking,2,0.2,426.26,22.88
ORD-2023-00117,2024-08-30,2024-08-30,Standard Class,CUST-0400,Consumer,Central,Texas,Furniture,Bookcases,5,,501.68,-0.62
ORD-2023-00118,2023-03-19,2023-03-21,Standard Class,CUST-0130,Consumer,West,Arizona,Office Supplies,Art,2,0.0,321.16,48.43
ORD-2023-00119,2024-07-28,2024-07-29,Standard Class,CUST-0358,Consumer,Central,Minnesota,Office Supplies,Pens,4,0.2,244.74,-6.39
ORD-2023-00120,2024-02-21,2024-02-21,Second Class,CUST-0040,Corporate,South,Kentucky,Technology,Phones,5,0.0,195.07,29.26
ORD-2023-00121,2023-01-26,2023-01-29,Standard Class,CUST-0328,Consumer,East,Ohio,Office Supplies,Paper,2,0.2,39.75,0.38
ORD-2023-00122,2023-11-06,2023-11-11,Standard Class,CUST-0251,Corporate,East,Massachusetts,Technology,Accessories,5,,566.97,49.45
ORD-2023-00123,2023-06-02,2023-06-06,Standard Class,CUST-0397,Consumer,Central,Wisconsin,Technology,Networking,1,0.2,662.07,51.22
ORD-2023-00124,2024-12-22,2024-12-28,Second Class,CUST-0379,Home Office,Central,Texas,Furniture,Tables,8,0.0,983.36,31.98
ORD-2023-00125,2023-07-31,2023-08-06,Standard Class,CUST-0241,Home Office,East,Ohio,Office Supplies,Art,5,0.0,339.42,39.19
ORD-2023-00126,2024-03-28,2024-03-30,Standard Class,CUST-0181,Home Office,East,Pennsylvania,Office Supplies,Storage,2,0.0,95.29,13.98
ORD-2023-00127,2024-02-16,2024-02-21,Standard Class,CUST-0357,Consumer,Central,Wisconsin,Technology,Laptops,1,0.1,317.66,47.5
ORD-2023-00128,2024-08-28,2024-08-29,Standard Class,CUST-0166,Consumer,East,Florida,Technology,Networking,4,0.1,1296.35,239.04
ORD-2023-00129,2023-06-01,2023-06-04,Standard Class,CUST-0143,Home Office,West,Oregon,Technology,Phones,2,0.0,362.34,52.47
ORD-2023-00130,2024-11-09,2024-11-09,Standard Class,CUST-0080,Home Office,Central,Michigan,Office Supplies,Paper,7,0.0,33.91,1.36
ORD-2023-00131,2024-09-14,2024-09-17,Standard Class,CUST-0380,Home Office,South,Alabama,Office Supplies,Art,5,0.0,58.49,9.31
ORD-2023-00132,2024-10-30,2024-11-01,Standard Class,CUST-0087,Consumer,South,Kentucky,Office Supplies,Binders,7,0.1,100.68,7.66
ORD-2023-00133,2023-05-22,2023-05-24,First Class,CUST-0371,Consumer,South,Georgia,Office Supplies,Binders,5,0.0,71.69,9.51
ORD-2023-00134,2024-06-17,2024-06-21,Standard Class,CUST-0029,Corporate,East,Ohio,Furniture,Tables,3,0.1,243.86,-0.03
ORD-2023-00135,2023-10-04,2023-10-07,First Class,CUST-0103,Consumer,Central,Texas,Technology,Accessories,6,0.1,585.56,72.03
ORD-2023-00136,2024-12-09,2024-12-11,Standard Class,CUST-0247,Consumer,South,Georgia,Office Supplies,Storage,7,0.3,287.61,-17.24
ORD-2023-00137,2023-01-29,2023-02-01,Second Class,CUST-0003,Corporate,South,Alabama,Office Supplies,Binders,1,0.0,29.09,4.71
ORD-2023-00138,2024-11-14,2024-11-15,Standard Class,CUST-0097,Corporate,East,Florida,Furniture,Furnishings,6,0.15,560.22,-49.11
ORD-2023-00139,2024-12-05,2024-12-07,Standard Class,CUST-0325,Corporate,West,Nevada,Office Supplies,Pens,2,0.0,208.54,5.87
ORD-2023-00140,2023-06-28,2023-06-30,First Class,CUST-0028,Consumer,Central,Wisconsin,Office Supplies,Pens,2,0.0,23.44,3.8
ORD-2023-00141,2023-07-27,2023-07-31,Standard Class,CUST-0268,Corporate,Central,Illinois,Office Supplies,Binders,1,0.15,47.72,0.82
ORD-2023-00142,2024-07-31,2024-07-31,Standard Class,CUST-0205,Corporate,Central,Texas,Furniture,Chairs,4,0.0,135.21,0.66
ORD-2023-00143,2024-11-22,2024-11-24,Standard Class,CUST-0172,Consumer,West,Oregon,Office Supplies,Storage,8,0.2,290.78,3.33
ORD-2023-00144,2023-09-24,2023-09-28,Standard Class,CUST-0125,Home Office,West,Washington,Office Supplies,Storage,2,0.0,179.54,22.56
ORD-2023-00145,2024-11-14,2024-11-20,Standard Class,CUST-0227,Home Office,South,Kentucky,Technology,Laptops,1,0.1,586.17,61.38
ORD-2023-00146,2024-08-01,2024-08-03,First Class,CUST-0051,Consumer,East,Florida,Office Supplies,Binders,5,0.4,102.25,-3.77
ORD-2023-00147,2024-05-31,2024-06-02,First Class,CUST-0218,Home Office,Central,Minnesota,Office Supplies,Art,7,0.15,106.57,7.43
ORD-2023-00148,2023-06-07,2023-06-09,Standard Class,CUST-0228,Consumer,South,Louisiana,Furniture,Bookcases,3,0.0,263.07,34.19
ORD-2023-00149,2024-07-23,2024-07-28,Standard Class,CUST-0088,Consumer,Central,Michigan,Office Supplies,Pens,5,0.0,139.26,28.48
ORD-2023-00150,2024-04-29,2024-04-29,First Class,CUST-0105,Consumer,South,Kentucky,Technology,Networking,8,0.0,345.38,71.76
ORD-2023-00151,2024-01-28,2024-01-28,Standard Class,CUST-0037,Corporate,Central,Wisconsin,Technology,Accessories,7,0.3,159.58,11.13
ORD-2023-00152,2023-10-25,2023-10-26,Second Class,CUST-0065,Corporate,East,Ohio,Furniture,Furnishings,4,0.0,336.88,29.39
ORD-2023-00153,2023-11-14,2023-11-17,Standard Class,CUST-0208,Home Office,South,Tennessee,Office Supplies,Pens,2,0.0,77.75,5.02
ORD-2023-00154,2024-11-14,2024-11-14,Second Class,CUST-0245,Consumer,East,Pennsylvania,Furniture,Furnishings,8,0.1,354.06,29.23
ORD-2023-00155,2023-02-07,2023-02-12,Standard Class,CUST-0313,Consumer,Central,Minnesota,Furniture,Tables,8,0.2,270.88,-9.27
ORD-2023-00156,2023-11-29,2023-12-03,Standard Class,CUST-0252,Consumer,Central,Texas,Office Supplies,Pens,7,0.4,177.46,-22.03
ORD-2023-00157,2024-08-15,2024-08-17,Second Class,CUST-0251,Consumer,East,Massachusetts,Office Supplies,Storage,4,0.0,47.66,8.34
ORD-2023-00158,2023-06-13,2023-06-14,First Class,CUST-0292,Home Office,South,Alabama,Technology,Laptops,3,0.0,271.03,54.89
ORD-2023-00159,2024-07-09,2024-07-11,Standard Class,CUST-0051,Consumer,West,Arizona,Technology,Networking,3,0.0,628.92,97.7
ORD-2023-00160,2024-08-28,2024-09-02,Standard Class,CUST-0136,Corporate,Central,Texas,Furniture,Chairs,1,0.0,172.12,9.87
ORD-2023-00161,2023-09-21,2023-09-23,Standard Class,CUST-0053,Consumer,West,California,Furniture,Tables,4,0.0,439.45,37.48
ORD-2023-00162,2024-05-26,2024-05-29,Same Day,CUST-0189,Corporate,East,Florida,Technology,Laptops,3,0.1,297.63,14.17
ORD-2023-00163,2024-03-23,2024-03-26,Standard Class,CUST-0198,Consumer,East,Florida,Office Supplies,Storage,7,0.0,280.12,12.5
ORD-2023-00164,2023-11-26,2023-12-01,First Class,CUST-0048,Consumer,Central,Wisconsin,Office Supplies,Storage,2,0.2,86.02,-1.48
ORD-2023-00165,2024-10-11,2024-10-15,Standard Class,CUST-0119,Corporate,West,Washington,Furniture,Bookcases,3,0.0,395.08,18.91
ORD-2023-00166,2023-06-13,2023-06-17,First Class,CUST-0392,Consumer,West,Arizona,Office Supplies,Binders,1,0.0,70.38,11.32
ORD-2023-00167,2023-07-13,2023-07-16,Standard Class,CUST-0106,Corporate,South,Kentucky,Technology,Laptops,6,0.0,200.33,26.74
ORD-2023-00168,2024-12-20,2024-12-25,Standard Class,CUST-0146,Corporate,East,Ohio,Office Supplies,Paper,6,0.0,168.89,22.15
ORD-2023-00169,2024-12-26,2024-12-27,Standard Class,CUST-0149,Corporate,South,Georgia,Technology,Networking,5,0.0,308.13,35.49
ORD-2023-00170,2023-05-07,2023-05-11,Standard Class,CUST-0098,Home Office,West,Oregon,Furniture,Tables,6,0.4,408.97,-49.85
ORD-2023-00171,2024-11-05,2024-11-07,Standard Class,CUST-0186,Consumer,West,Washington,Office Supplies,Binders,7,0.0,405.95,47.7
ORD-2023-00172,2023-05-21,2023-05-22,Standard Class,CUST-0372,Consumer,South,Tennessee,Office Supplies,Pens,1,0.0,83.56,8.6
ORD-2023-00173,2023-06-14,2023-06-16,First Class,CUST-0367,Consumer,East,Florida,Furniture,Tables,1,0.15,387.8,17.27
ORD-2023-00174,2023-07-01,2023-07-05,Second Class,CUST-0064,Home Office,South,Georgia,Technology,Phones,1,0.15,171.77,16.63
ORD-2023-00175,2024-11-16,2024-11-18,Standard Class,CUST-0048,Corporate,West,Arizona,Furniture,Chairs,8,0.2,270.49,-34.23
ORD-2023-00176,2023-08-14,2023-08-20,Second Class,CUST-0102,Consumer,Central,Wisconsin,Office Supplies,Storage,8,0.0,73.73,11.17
ORD-2023-00177,2024-01-17,2024-01-19,Standard Class,CUST-0256,Corporate,South,Georgia,Office Supplies,Storage,8,0.4,103.04,-13.81
ORD-2023-00178,2023-02-21,2023-02-26,First Class,CUST-0312,Home Office,South,Tennessee,Furniture,Chairs,5,0.0,336.31,5.41
ORD-2023-00179,2023-08-08,2023-08-14,Standard Class,CUST-0285,Corporate,West,Arizona,Furniture,Chairs,5,0.0,301.85,6.03
ORD-2023-00180,2024-03-17,2024-03-19,Second Class,CUST-0216,Home Office,East,Massachusetts,Furniture,Chairs,7,0.3,498.21,-53.01
ORD-2023-00181,2023-07-08,2023-07-13,Standard Class,CUST-0093,Consumer,Central,Minnesota,Office Supplies,Art,8,0.15,135.33,19.28
ORD-2023-00182,2023-09-06,2023-09-09,Standard Class,CUST-0007,Corporate,South,Louisiana,Office Supplies,Art,1,0.0,109.36,15.35
ORD-2023-00183,2024-10-10,2024-10-15,Standard Class,CUST-0133,Consumer,South,Kentucky,Furniture,Furnishings,5,0.3,165.01,-17.88
ORD-2023-00184,2023-08-01,2023-08-01,Standard Class,CUST-0035,Consumer,West,California,Technology,Phones,1,0.0,1511.74,215.24
ORD-2023-00185,2024-07-19,2024-07-20,Standard Class,CUST-0188,Corporate,West,Arizona,Office Supplies,Paper,6,0.0,67.87,11.31
ORD-2023-00186,2023-11-04,2023-11-06,Standard Class,CUST-0353,Consumer,South,Alabama,Technology,Laptops,6,0.15,599.34,39.86
ORD-2023-00187,2024-07-12,2024-07-14,Second Class,CUST-0222,Home Office,West,Washington,Technology,Laptops,6,0.1,365.91,61.83
ORD-2023-00188,2023-11-22,2023-11-26,Standard Class,CUST-0175,Corporate,Central,Texas,Technology,Accessories,5,0.0,332.72,45.89
ORD-2023-00189,2023-03-05,2023-03-11,Standard Class,CUST-0190,Consumer,South,Tennessee,Furniture,Furnishings,6,0.1,279.13,7.78
